TIME_PERIOD,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,value
1997,A,PRT,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,10108.977
1997,A,POL,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,38292.0
1997,A,NOR,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,4405.0
1997,A,NLD,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,15611.0
1997,A,LUX,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,419.85
1997,A,LTU,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,3575.137
1997,A,LVA,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,2433.238
1997,A,KOR,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,45954.0
1997,A,JPN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,126011.0
1997,A,ITA,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,56890.4
1997,A,ISL,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,270.9
1997,A,HUN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,10290.486
1997,A,GRC,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,10661.312
1997,A,DEU,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,81510.0
1997,A,FRA,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,59817.0
1997,A,FIN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,5139.8
1997,A,EST,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,1406.0
1997,A,DNK,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,5284.913
