TIME_PERIOD,STANDARD_REVENUE,Argentina,Australia,Austria,Belgium,Bulgaria,Brazil,Canada,Switzerland,Chile,China (People’s Republic of),Cameroon,Colombia,Cabo Verde,Costa Rica,Czechia,Germany,Denmark,Spain,Estonia,Finland,France,United Kingdom,Georgia,Greece,Hong Kong (China),Croatia,Hungary,Indonesia,Ireland,Iceland,Israel,Italy,Japan,Korea,Lithuania,Luxembourg,Latvia,Morocco,Madagascar,Mexico,Malta,Netherlands,Norway,New Zealand,Poland,Portugal,Romania,Senegal,Singapore,Slovak Republic,Slovenia,Sweden,Türkiye,United States,South Africa,Zambia
2014,"Taxes on income, profits and capital gains of individuals and corporations",5.892,15.693,12.527,16.021,5.09,6.607,15.035,11.914,6.508,5.479,4.364,6.565,4.569,3.898,6.983,11.38,31.833,9.691,7.26,15.215,10.717,11.013,8.724,8.583,8.797,5.548,6.807,5.167,11.461,17.278,9.349,13.837,9.541,6.805,4.989,12.487,7.454,7.623,2.022,5.399,11.989,9.382,16.474,17.023,6.396,10.548,5.77,4.077,5.909,6.489,6.477,14.965,5.168,12.326,13.141,6.88
2014,Social security contributions (SSC),6.719,0.0,14.501,14.164,7.814,8.35,4.68,6.518,1.426,,0.856,1.798,0.033,7.55,14.288,13.926,0.097,11.632,10.722,12.572,16.813,5.859,0.0,10.48,0.0,11.622,12.684,,4.691,3.52,4.98,12.885,11.893,6.282,11.062,10.188,8.39,4.99,0.374,2.086,5.183,14.532,9.883,0.0,12.233,9.001,8.518,1.068,0.0,13.395,15.269,9.805,6.978,6.116,0.377,
2014,Taxes on property,2.816,2.786,0.597,3.537,0.575,1.274,3.674,1.885,0.83,1.431,0.117,2.095,0.95,0.408,0.446,0.962,1.833,2.516,0.289,1.314,3.912,4.005,0.775,2.896,4.365,1.146,1.272,0.269,2.112,2.212,3.202,2.88,2.542,2.579,0.296,2.81,1.046,1.79,0.061,0.303,0.835,1.416,1.055,1.951,1.411,1.23,0.966,0.405,1.759,0.433,0.619,1.058,1.191,2.943,1.41,0.12
2014,Taxes on goods and services,15.406,7.269,11.902,11.015,14.893,14.247,7.193,5.758,10.901,11.262,8.062,7.992,10.391,8.814,10.891,11.339,14.576,10.015,13.363,14.375,11.756,10.816,13.251,14.728,1.802,18.865,16.799,5.405,9.457,11.666,11.938,11.857,5.921,7.003,11.129,10.559,12.812,10.986,6.365,4.853,12.861,11.149,11.225,12.211,11.929,13.224,12.2,10.339,4.184,11.544,14.761,12.152,10.786,4.392,10.171,8.282
2014,Total tax revenue,31.123,27.15,42.699,44.75,28.399,31.113,31.266,26.189,19.699,18.173,13.837,19.55,15.943,22.609,32.61,37.614,48.776,33.872,31.635,43.513,45.406,31.693,22.828,36.687,15.417,37.182,38.362,12.163,27.899,37.111,30.642,43.325,29.973,23.381,27.477,36.08,29.715,25.655,8.833,13.201,30.868,36.661,38.637,31.186,32.272,34.182,27.463,16.234,13.357,31.861,37.179,42.49,24.457,25.786,25.42,15.282
2015,"Taxes on income, profits and capital gains of individuals and corporations",6.458,15.754,13.012,15.724,5.264,6.688,15.818,12.524,7.465,5.635,4.557,6.544,5.56,4.134,7.089,11.612,29.455,9.521,7.647,15.314,10.607,11.1,9.403,8.27,8.399,5.401,6.938,5.225,9.76,16.487,9.663,13.649,9.426,7.186,5.391,12.949,7.461,7.323,2.128,6.4,11.564,10.133,15.216,17.286,6.51,10.44,6.189,4.145,5.833,6.917,6.556,15.538,5.068,12.655,13.683,6.766
2015,Social security contributions (SSC),6.976,0.0,14.485,14.08,7.777,8.393,4.842,6.606,1.42,,0.845,1.688,0.026,7.64,14.182,14.039,0.092,11.394,10.948,12.602,16.632,5.958,0.0,10.663,0.0,11.4,12.68,0.067,3.669,3.449,5.05,12.95,11.921,6.314,11.568,10.246,8.261,4.862,0.401,2.128,4.885,13.791,10.387,0.0,12.426,9.004,8.084,1.106,0.0,13.6,15.399,9.567,7.243,6.152,0.388,
2015,Taxes on property,2.791,2.964,0.571,3.458,0.566,1.412,3.908,1.965,0.895,1.642,0.134,2.256,0.924,0.409,0.471,1.072,1.939,2.584,0.276,1.427,4.077,3.986,0.84,3.072,3.661,1.12,1.251,0.293,1.438,1.695,3.443,2.795,2.478,2.933,0.338,3.167,1.013,1.812,0.073,0.3,0.932,1.397,1.057,1.95,1.37,1.284,0.86,0.395,1.693,0.418,0.62,1.036,1.216,2.94,1.337,0.172
2015,Taxes on goods and services,14.935,7.647,11.928,10.842,15.247,14.217,7.55,5.742,11.094,10.506,8.048,8.167,11.138,8.822,11.194,11.323,14.574,10.311,13.847,14.142,11.855,10.863,12.867,14.941,1.766,19.633,16.978,5.239,7.343,11.561,11.713,11.869,6.341,6.654,11.644,8.363,13.043,10.367,6.738,5.935,12.01,11.14,11.677,12.263,11.908,13.463,12.856,10.343,4.138,11.575,14.685,12.157,11.058,4.33,10.661,7.35
2015,Total tax revenue,31.454,27.773,43.126,44.115,28.863,31.343,32.82,26.956,20.51,17.782,14.115,19.903,17.648,22.947,32.946,38.052,46.487,33.827,32.719,43.524,45.363,31.907,23.187,36.946,14.266,37.554,38.666,12.111,22.344,35.139,31.035,42.958,30.242,23.737,28.942,34.777,29.79,24.586,9.349,15.36,29.391,36.521,38.337,31.5,32.474,34.382,27.997,16.397,13.04,32.51,37.311,42.918,24.957,26.087,26.41,14.289
2016,"Taxes on income, profits and capital gains of individuals and corporations",5.31,15.77,11.682,15.382,5.399,7.228,16.008,12.539,6.782,5.669,3.848,6.289,5.45,4.418,7.472,12.015,28.82,9.433,7.336,15.141,10.457,11.435,9.493,8.96,8.04,5.814,7.414,5.372,10.099,17.099,9.752,13.463,9.259,7.727,5.593,13.242,7.928,7.687,2.345,6.875,12.224,10.274,14.78,17.457,6.705,9.806,6.124,4.578,5.851,6.985,6.84,16.029,5.314,12.304,13.433,6.732
2016,Social security contributions (SSC),6.758,0.0,14.493,13.481,7.729,8.566,4.888,6.583,1.447,,1.003,1.788,0.03,7.923,14.446,14.207,0.08,11.404,11.014,12.702,16.62,6.124,0.0,11.068,0.0,11.243,13.169,0.381,3.8,3.398,5.132,12.729,12.228,6.472,12.084,10.204,8.147,5.117,0.351,2.095,4.972,14.427,10.618,0.0,12.748,9.07,8.144,1.136,0.0,14.109,15.386,9.968,7.243,6.132,0.374,
2016,Taxes on property,2.727,2.959,0.546,3.474,0.594,1.391,4.008,1.996,1.025,1.443,0.152,2.094,0.879,0.419,0.484,1.087,1.84,2.569,0.266,1.41,4.147,4.077,0.994,3.147,3.418,1.115,1.083,0.196,1.391,17.026,3.338,2.765,2.528,2.862,0.328,3.334,1.069,1.844,0.067,0.305,1.065,1.495,1.137,1.908,1.382,1.282,0.837,0.461,1.694,0.428,0.629,1.051,1.213,2.977,1.419,0.155
2016,Taxes on goods and services,14.301,7.429,11.914,10.949,15.432,13.801,7.642,5.688,11.038,10.012,8.198,7.752,11.105,8.717,11.295,11.201,14.729,10.159,14.234,14.429,12.004,10.814,12.109,16.037,1.656,19.759,16.52,4.776,7.598,11.874,11.645,12.094,6.187,6.962,11.651,8.62,13.574,10.486,6.794,6.241,13.16,11.478,12.272,12.033,12.447,13.681,11.137,10.528,4.135,11.549,14.482,12.502,10.963,4.29,10.465,6.145
2016,Total tax revenue,30.673,27.511,41.753,43.288,29.184,31.616,33.258,26.938,20.223,17.125,13.693,19.079,17.465,23.486,33.707,38.518,45.799,33.58,32.851,43.727,45.397,32.45,24.036,39.212,13.744,37.931,39.038,12.009,23.032,50.286,30.998,42.242,30.279,24.745,29.656,35.461,30.73,25.444,9.596,16.106,31.421,37.774,38.807,31.4,33.556,34.051,26.251,17.019,13.021,33.071,37.385,44.219,25.128,25.713,26.008,13.031
2017,"Taxes on income, profits and capital gains of individuals and corporations",5.251,16.738,11.841,15.995,5.682,6.965,15.99,13.128,6.98,5.782,3.538,6.259,5.782,4.548,7.541,12.272,28.874,9.618,7.032,15.203,10.816,11.553,8.891,8.82,7.569,5.577,7.289,4.759,9.596,18.32,11.422,13.336,9.476,8.14,5.517,13.68,8.169,8.04,2.442,6.975,12.053,11.422,15.134,17.418,6.934,9.632,5.761,4.458,6.675,7.038,6.875,16.254,5.275,11.847,13.704,6.517
2017,Social security contributions (SSC),6.878,0.0,14.598,13.411,8.236,8.594,4.624,6.59,1.465,,1.02,1.451,0.031,7.689,14.619,14.299,0.073,11.538,10.911,11.931,16.732,6.264,0.0,11.745,0.0,11.223,12.278,0.4,3.598,3.393,5.18,12.704,12.347,6.519,12.188,10.529,8.373,5.232,0.388,2.075,4.732,13.573,10.227,0.0,12.857,9.163,8.506,1.165,0.0,14.527,15.406,9.669,7.235,6.145,0.367,
2017,Taxes on property,2.846,2.87,0.526,3.459,0.58,1.412,3.931,2.094,1.097,1.426,0.159,1.95,0.587,0.425,0.46,1.049,1.792,2.534,0.237,1.528,4.289,4.108,0.955,3.144,4.456,1.094,1.041,0.161,1.249,1.869,3.351,2.503,2.532,2.964,0.305,3.551,1.039,1.453,0.063,0.301,1.017,1.53,1.164,1.872,1.367,1.356,0.628,0.434,1.945,0.426,0.643,0.992,1.112,4.188,1.576,0.109
2017,Taxes on goods and services,14.364,7.525,11.918,10.931,15.313,14.142,7.792,5.763,11.076,9.829,8.801,8.189,11.805,8.372,11.344,10.9,14.418,10.152,13.722,14.167,12.22,10.72,13.655,16.013,1.622,19.894,16.26,4.961,7.155,12.625,11.095,12.088,6.484,7.031,11.6,8.843,13.498,10.831,7.485,5.693,13.079,11.407,12.019,12.033,12.806,13.814,10.148,10.054,3.941,11.975,14.094,12.442,10.73,4.268,10.07,8.204
2017,Total tax revenue,30.041,28.517,41.871,43.797,29.841,31.731,33.044,27.716,20.223,17.037,14.003,18.983,18.205,22.984,33.982,38.528,45.457,33.852,31.902,42.857,46.239,32.733,23.968,39.722,14.067,37.789,37.818,11.612,21.741,37.13,32.196,41.912,30.916,25.357,29.61,36.649,31.091,25.867,10.415,15.651,30.881,38.046,38.601,31.322,34.239,34.112,25.052,16.73,13.815,33.966,37.067,44.495,24.68,26.459,26.03,14.894
2018,"Taxes on income, profits and capital gains of individuals and corporations",5.066,17.17,12.396,16.136,5.628,7.006,16.492,12.952,7.612,5.859,3.821,6.484,5.971,4.718,7.798,12.594,27.562,10.138,7.296,14.78,11.416,11.514,8.78,9.171,8.049,5.766,6.712,5.054,9.937,17.993,10.001,12.956,10.077,9.113,5.767,15.621,7.029,8.034,2.56,6.914,11.806,11.276,16.445,18.119,7.382,9.803,4.545,4.699,6.002,7.088,7.299,15.881,5.787,11.365,13.657,7.218
2018,Social security contributions (SSC),6.202,0.0,14.709,13.266,8.666,8.347,4.65,6.475,1.471,,1.021,1.842,0.037,7.94,15.152,14.49,0.077,11.736,11.265,11.842,15.998,6.29,0.0,11.944,0.0,11.201,11.639,0.429,3.614,3.454,5.228,12.964,12.687,6.778,12.646,10.772,9.118,5.45,0.645,2.106,4.806,13.724,9.99,0.0,13.058,9.324,10.472,1.168,0.0,14.629,15.434,9.668,7.177,6.08,0.355,
2018,Taxes on property,2.682,2.724,0.545,3.441,0.563,1.45,3.851,2.042,1.1,1.411,0.114,1.545,0.914,0.415,0.45,1.079,1.836,2.538,0.219,1.434,4.034,4.118,0.972,3.094,3.488,1.176,0.963,0.168,1.289,1.823,3.306,2.489,2.551,3.098,0.301,3.85,0.955,1.395,0.089,0.319,1.202,1.542,1.114,1.881,1.31,1.445,0.551,0.437,1.803,0.411,0.602,0.957,1.035,2.946,1.558,0.079
2018,Taxes on goods and services,14.377,7.297,11.705,10.98,14.83,14.576,7.785,5.568,11.333,9.44,8.819,8.241,12.661,8.104,11.155,11.026,14.649,10.217,13.49,14.312,12.396,10.725,13.148,16.136,1.561,20.156,16.477,5.01,6.746,12.289,11.064,11.969,6.154,7.012,11.525,9.065,13.939,11.227,7.57,5.715,12.544,11.499,11.648,12.18,13.039,13.884,10.151,10.19,3.797,11.9,13.857,12.451,9.704,4.415,10.568,8.806
2018,Total tax revenue,28.513,28.571,42.261,43.824,29.72,31.986,33.482,27.182,21.282,16.71,14.171,19.265,19.583,23.157,34.559,39.196,44.445,34.645,32.271,42.387,46.022,32.768,23.02,40.345,13.497,38.299,36.79,11.973,21.758,36.457,30.761,41.731,31.548,26.686,30.238,39.355,31.052,26.205,10.911,15.709,30.358,38.144,39.253,32.18,35.061,34.656,25.729,17.288,12.892,34.027,37.239,44.11,23.968,24.816,26.46,16.166
2019,"Taxes on income, profits and capital gains of individuals and corporations",5.116,16.366,12.561,15.0,5.672,7.28,16.199,13.326,7.305,5.384,3.795,6.369,5.776,4.903,7.791,12.58,30.539,9.927,7.167,14.788,11.415,11.193,8.746,8.21,7.283,5.925,6.389,4.878,9.778,17.521,9.814,13.35,9.697,9.043,8.759,15.502,6.626,7.927,2.817,6.738,12.247,11.931,16.365,17.311,7.539,9.451,4.521,5.182,6.341,7.05,7.21,15.34,5.594,11.483,13.583,7.887
2019,Social security contributions (SSC),5.685,0.0,14.877,13.186,8.852,8.35,4.685,6.567,1.532,5.964,1.015,1.845,0.034,8.0,15.1,14.626,0.073,12.246,11.437,11.797,14.793,6.444,0.0,12.141,0.0,11.078,11.632,0.503,3.605,3.219,5.207,13.207,12.939,7.278,9.614,10.977,9.523,5.938,0.511,2.196,4.771,13.172,10.483,0.0,13.21,9.61,10.453,1.189,0.0,14.916,15.616,9.196,7.245,6.097,0.352,
2019,Taxes on property,2.611,2.72,0.543,3.418,0.543,1.524,3.868,2.122,1.145,1.378,0.117,1.791,0.85,0.444,0.409,1.113,2.011,2.454,0.204,1.45,3.936,4.041,0.954,3.055,3.138,1.154,0.937,0.169,1.219,1.929,3.204,2.407,2.575,3.104,0.304,3.869,0.94,1.334,0.062,0.315,1.091,1.468,1.171,1.935,1.267,1.436,0.53,0.444,1.747,0.4,0.615,0.939,0.966,2.958,1.641,0.123
2019,Taxes on goods and services,14.886,7.276,11.717,10.78,15.383,14.197,7.537,5.504,11.125,8.938,8.445,8.471,12.034,8.146,10.9,10.997,14.194,10.024,13.847,14.236,12.411,10.688,13.725,16.086,1.481,20.281,16.24,4.709,6.627,11.509,10.755,11.956,6.214,7.029,11.54,9.114,13.914,11.125,7.621,5.983,11.903,11.808,11.78,12.158,12.853,13.852,10.326,11.295,3.794,12.168,14.05,12.123,9.011,4.433,10.219,8.145
2019,Total tax revenue,28.503,27.657,42.617,42.385,30.464,31.932,33.082,27.66,20.982,21.664,13.863,19.692,18.694,23.408,34.203,39.326,47.146,34.663,32.655,42.291,45.024,32.49,23.851,39.492,12.179,38.438,36.306,11.588,21.444,35.094,30.125,42.272,31.507,27.227,30.217,39.509,31.013,26.402,11.062,15.892,30.012,38.473,39.854,31.404,35.178,34.498,25.838,18.714,13.185,34.534,37.539,42.971,23.103,24.982,26.116,16.215
2020,"Taxes on income, profits and capital gains of individuals and corporations",5.404,16.652,11.696,15.017,5.628,6.907,17.42,12.899,6.231,5.263,3.677,6.191,5.65,4.525,7.806,11.861,30.521,10.704,7.546,14.688,11.728,11.807,8.528,8.158,7.947,5.895,6.535,3.847,9.506,18.505,9.769,13.96,10.01,8.583,8.928,14.521,6.706,8.28,2.641,7.342,11.398,11.98,14.12,19.052,7.522,9.742,4.384,5.086,6.711,6.993,7.228,15.304,5.227,11.911,12.768,8.64
2020,Social security contributions (SSC),5.689,0.0,15.498,13.505,9.085,8.02,4.841,7.022,1.543,4.757,1.038,1.842,0.044,8.142,15.471,15.051,0.093,13.79,11.957,11.48,14.695,6.825,0.0,12.939,0.0,11.318,11.073,0.589,3.209,3.017,5.134,13.529,13.281,7.773,10.198,11.145,9.914,6.766,0.616,2.392,5.112,13.312,11.013,0.0,13.494,10.444,10.987,1.092,0.0,15.227,16.803,9.07,7.085,6.227,0.34,
2020,Taxes on property,3.248,2.849,0.576,3.391,0.559,1.211,4.045,2.258,1.124,1.454,0.109,1.82,0.88,0.446,0.199,1.246,1.96,2.482,0.21,1.499,4.001,3.799,0.871,3.055,4.106,1.092,1.047,0.169,0.965,2.264,3.061,2.434,2.659,3.942,0.301,3.817,0.933,1.167,0.061,0.329,0.642,1.659,1.27,1.855,1.296,1.44,0.525,0.444,1.428,0.468,0.627,0.954,1.061,3.098,1.696,0.101
2020,Taxes on goods and services,15.186,7.487,11.409,10.304,15.051,13.784,7.348,5.583,10.571,8.19,7.51,7.787,12.163,7.522,10.567,10.488,14.43,9.857,13.078,14.149,12.211,10.244,12.506,15.356,1.445,19.262,16.233,4.299,5.5,11.47,10.451,11.491,6.877,6.768,11.817,8.754,13.571,10.983,6.807,6.412,10.602,11.885,12.251,12.819,12.877,13.316,10.075,10.725,3.616,12.09,12.851,12.109,10.246,4.318,10.082,6.916
2020,Total tax revenue,29.746,28.251,42.102,42.219,30.348,30.453,34.468,27.912,19.29,19.664,12.833,18.773,18.736,22.566,34.046,38.652,47.237,36.844,32.79,41.846,45.239,32.812,22.052,39.509,13.788,37.567,35.969,10.071,19.37,36.225,29.581,42.582,32.909,27.745,31.244,38.272,31.134,27.275,10.137,17.228,27.754,39.022,38.714,33.727,35.56,35.164,25.979,18.523,12.488,34.778,37.555,42.58,23.861,25.57,25.11,15.708
2021,"Taxes on income, profits and capital gains of individuals and corporations",5.089,17.929,12.801,15.015,6.213,7.746,17.951,13.37,8.539,5.361,3.645,6.14,4.94,5.118,6.994,12.807,31.367,11.269,8.354,15.605,11.741,12.918,7.89,8.358,8.526,5.193,5.456,4.16,9.959,17.388,11.495,13.51,10.815,9.882,9.518,14.637,6.886,7.709,2.775,7.149,11.912,12.096,20.381,20.224,7.953,9.34,4.795,5.11,6.021,7.663,7.885,15.708,5.48,13.232,14.185,9.477
2021,Social security contributions (SSC),5.189,0.0,15.363,12.894,8.821,7.71,4.804,6.793,1.175,5.887,1.02,1.817,0.042,8.941,15.93,14.772,0.097,13.403,11.611,12.042,14.719,6.839,0.0,12.902,0.0,10.914,10.473,0.575,3.07,2.974,5.003,13.211,13.284,7.798,10.127,10.573,9.569,6.448,0.435,2.3,4.841,12.637,9.297,0.0,12.968,10.401,10.428,0.975,0.0,15.224,16.372,8.964,6.631,6.062,0.335,
2021,Taxes on property,3.07,3.178,0.631,3.543,0.631,1.574,3.892,2.24,1.204,1.44,0.116,1.732,0.345,0.517,0.189,1.239,1.835,2.755,0.189,1.511,3.887,3.922,0.841,2.915,4.203,1.094,0.874,0.111,1.078,2.068,3.898,2.473,2.664,4.483,0.294,4.024,0.889,1.458,0.065,0.339,0.76,1.583,1.102,1.918,1.277,1.541,0.547,0.601,1.854,0.465,0.615,0.955,0.967,2.931,1.081,0.084
2021,Taxes on goods and services,15.607,6.789,11.604,10.613,14.979,14.541,7.362,5.489,11.842,7.911,8.009,8.323,12.461,8.651,10.538,10.956,13.638,10.372,13.348,14.01,12.194,10.409,13.385,15.866,1.509,19.538,15.923,4.837,5.754,11.683,10.895,12.024,7.031,6.879,11.956,8.912,13.394,11.554,7.392,6.191,9.906,11.835,10.513,12.399,13.899,13.705,10.473,11.524,3.391,12.058,13.334,11.947,9.597,4.469,10.392,6.539
2021,Total tax revenue,29.129,29.155,43.383,42.065,30.667,32.098,34.799,28.035,22.317,20.599,13.337,19.193,17.788,24.845,33.654,39.781,47.249,37.813,33.502,43.211,45.059,34.227,22.314,40.041,14.603,36.739,33.777,10.866,20.041,34.797,32.305,42.461,33.883,29.761,31.895,38.187,30.746,27.253,10.673,16.726,27.419,38.264,41.344,34.542,36.698,35.183,26.252,18.737,12.122,35.41,38.251,42.761,22.914,26.709,26.297,16.15
2022,"Taxes on income, profits and capital gains of individuals and corporations",5.72,18.3,13.353,15.863,6.032,9.018,17.451,12.549,10.42,5.265,4.24,6.525,4.347,5.423,7.31,13.052,27.097,11.788,7.892,15.937,12.543,13.377,9.558,8.451,9.091,6.475,7.003,5.096,10.688,18.104,12.205,14.044,11.197,11.944,9.902,14.75,6.911,9.216,3.071,7.744,12.001,12.46,26.465,19.281,7.286,10.313,5.901,5.857,6.014,7.701,7.519,15.309,5.755,14.197,14.549,9.562
2022,Social security contributions (SSC),5.241,0.0,14.734,12.889,8.245,7.917,4.748,6.675,0.98,6.076,0.959,1.627,0.035,8.761,15.237,14.628,0.082,12.808,11.313,11.937,14.81,7.061,0.0,12.19,0.0,10.672,9.828,0.519,3.065,2.976,5.007,13.064,13.27,8.176,9.818,10.637,9.405,6.734,0.57,2.314,4.839,12.524,7.506,0.0,12.766,10.206,10.082,0.923,0.0,14.548,16.014,8.839,5.113,6.047,0.347,
2022,Taxes on property,2.905,2.728,0.589,3.253,0.549,1.546,3.503,2.172,1.314,1.297,0.097,1.533,0.321,0.493,0.177,1.115,1.703,2.595,0.162,1.443,3.702,4.014,0.828,2.739,3.244,1.064,0.807,0.153,0.962,1.962,4.026,2.453,2.711,3.796,0.288,3.693,0.767,1.492,0.065,0.357,0.758,1.487,0.968,1.918,1.164,1.54,0.489,0.451,1.576,0.427,0.609,0.938,0.729,2.862,1.236,0.09
2022,Taxes on goods and services,15.534,6.991,11.622,10.371,14.13,13.515,7.357,5.365,11.401,6.937,8.193,8.799,13.555,8.201,10.459,10.843,12.752,10.384,13.187,13.826,11.945,10.828,13.134,17.833,1.507,19.012,16.682,5.135,5.355,11.5,10.624,11.843,7.18,7.252,11.546,9.139,13.671,12.389,7.751,5.513,10.052,11.475,8.456,11.921,12.557,13.782,10.608,12.072,3.208,12.336,13.213,12.233,9.127,4.487,10.623,6.461
2022,Total tax revenue,29.558,29.398,43.181,42.377,31.059,32.54,33.832,26.91,23.841,19.574,14.041,19.652,18.257,25.186,33.187,39.647,41.934,37.59,32.554,43.175,45.774,35.42,23.731,41.212,14.143,37.223,35.149,12.068,20.255,35.166,32.78,42.837,34.441,31.976,31.555,38.257,30.762,29.917,11.473,16.801,27.649,38.066,43.437,33.12,34.38,36.014,27.089,19.785,11.8,35.011,37.402,42.512,20.945,27.607,27.067,16.158
2023,"Taxes on income, profits and capital gains of individuals and corporations",4.606,,12.909,15.784,6.228,8.664,17.854,12.653,7.249,4.726,,8.913,,5.284,7.954,12.379,29.04,12.046,8.139,15.544,11.743,14.172,10.002,9.539,8.469,,7.489,5.08,11.557,18.686,11.045,14.668,10.35,9.877,10.585,16.567,7.605,,,7.915,11.47,13.788,21.378,19.917,6.936,10.434,,,7.161,7.659,7.518,14.615,5.634,12.121,,
2023,Social security contributions (SSC),5.08,,14.837,13.186,8.505,8.055,5.186,6.687,1.164,6.443,,1.614,,8.908,15.223,14.65,0.08,12.947,11.991,12.281,14.561,6.703,0.0,11.461,0.0,,9.581,0.522,3.407,2.99,4.979,12.664,,8.438,10.407,11.479,10.16,,,2.397,4.646,12.102,9.22,0.0,13.37,10.405,,,0.0,15.065,15.825,8.87,6.209,6.054,,
2023,Taxes on property,2.772,,0.46,3.147,0.504,1.544,3.426,2.191,1.331,1.229,,1.647,,0.469,0.164,0.937,1.657,2.324,0.155,1.402,3.457,3.72,0.802,2.825,2.67,,0.736,0.191,1.009,2.009,3.236,2.25,2.589,3.323,0.305,3.52,0.728,,,0.301,0.831,1.243,1.197,2.023,1.141,1.423,,,1.701,0.415,0.556,0.814,0.7,2.771,,
2023,Taxes on goods and services,15.247,,11.603,10.462,14.159,13.034,7.509,5.414,11.173,8.038,,8.786,,8.323,10.351,10.081,12.301,9.999,13.226,13.194,11.267,10.597,13.086,15.954,1.552,,15.621,5.027,5.714,11.596,9.635,11.876,6.847,6.533,11.298,9.325,13.382,,,6.24,9.579,11.264,9.598,12.046,11.021,13.329,,,3.655,12.35,12.943,11.747,10.692,4.224,,
2023,Total tax revenue,27.842,,42.665,42.58,29.924,32.003,34.778,27.093,20.615,20.436,,22.243,,24.931,33.7,38.057,43.391,37.328,33.51,42.45,43.814,35.335,24.401,39.779,13.087,,34.19,12.048,21.897,35.924,29.805,42.844,,28.852,32.596,40.925,31.882,,,17.749,26.527,38.526,41.443,33.986,35.13,35.755,,,13.665,35.489,36.886,41.365,23.455,25.184,,
