TIME_PERIOD,REF_AREA,value,decade,region
2001,Switzerland,37.51864317523159,2000,Europe
2001,Türkiye,9.14427595678728,2000,Other
2001,United Kingdom,27.91867935987008,2000,Europe
2001,United States,37.1002857393286,2000,Americas
2002,Australia,30.82338764240037,2000,Oceania
2002,Austria,30.95153363826154,2000,Europe
2002,Belgium,30.28225408408176,2000,Europe
2002,Brazil,9.616822669652038,2000,Americas
2002,Bulgaria,7.755007942660346,2000,Other
2002,Cameroon,2.175555569140481,2000,Other
2002,Canada,30.964090887653093,2000,Americas
2002,Chile,10.205704228290562,2000,Americas
2002,China (People’s Republic of),3.579220986664384,2000,Other
2002,Colombia,7.2651779148571665,2000,Americas
2002,Costa Rica,8.816949850152431,2000,Americas
2002,Croatia,12.764969611693488,2000,Other
2002,Czechia,18.33709461654576,2000,Europe
2002,Denmark,30.66862893736949,2000,Europe
2002,Estonia,11.631679074810265,2000,Europe
2002,Finland,28.596261200630693,2000,Europe
2002,France,28.43664614435934,2000,Europe
2002,Germany,29.843073414400937,2000,Europe
2002,Greece,21.98525573965523,2000,Europe
2002,Hong Kong (China),29.610241696322657,2000,Asia
2002,Hungary,14.532307477559918,2000,Europe
2002,Iceland,32.60971478260869,2000,Europe
2002,Indonesia,5.834716510586796,2000,Asia
2002,Ireland,35.22290575683203,2000,Europe
2002,Israel,25.50179375264892,2000,Other
2002,Italy,28.83303295860206,2000,Europe
2002,Japan,28.63369891679749,2000,Asia
2002,Korea,22.17336530590828,2000,Asia
2002,Latvia,9.755454850403073,2000,Europe
2002,Lithuania,10.497270602053344,2000,Europe
2002,Luxembourg,58.513393037053625,2000,Europe
2002,Malta,19.601649774077934,2000,Other
2002,Mexico,11.549279728867315,2000,Americas
2002,Netherlands,34.56830683014429,2000,Europe
2002,New Zealand,23.18040780856423,2000,Oceania
2002,Norway,38.057575583957686,2000,Europe
2002,Poland,11.8406687057627,2000,Europe
2002,Portugal,20.3566609988396,2000,Europe
2002,Romania,7.1803901866507225,2000,Other
2002,Senegal,2.1612294987945075,2000,Other
2002,Singapore,45.08271312260536,2000,Asia
2002,Slovak Republic,13.287467828889012,2000,Europe
2002,Slovenia,19.99926567593904,2000,Europe
2002,South Africa,9.194165249807892,2000,Other
2002,Spain,24.38257277508044,2000,Europe
2002,Sweden,30.98088128378189,2000,Europe
2002,Switzerland,38.41060406923764,2000,Europe
2002,Türkiye,9.279072678514613,2000,Other
2002,United Kingdom,29.09126653303237,2000,Europe
