TIME_PERIOD,REF_AREA,STANDARD_REVENUE,value
1993,PRT,T_1000,7.713
1994,PRT,T_1000,7.518
1995,PRT,T_1000,7.71
1996,PRT,T_1000,8.346
1997,PRT,T_1000,8.419
1998,PRT,T_1000,8.215
1999,PRT,T_1000,8.656
2000,PRT,T_1000,9.104
2001,PRT,T_1000,8.654
2002,PRT,T_1000,8.488
2003,PRT,T_1000,7.561
2004,PRT,T_1000,7.887
2005,PRT,T_1000,7.759
2006,PRT,T_1000,8.047
2007,PRT,T_1000,8.859
2008,PRT,T_1000,8.976
2009,PRT,T_1000,8.311
2010,PRT,T_1000,8.12
2011,PRT,T_1000,9.107
2012,PRT,T_1000,8.568
2013,PRT,T_1000,10.947
2014,PRT,T_1000,10.548
2015,PRT,T_1000,10.44
2016,PRT,T_1000,9.806
2017,PRT,T_1000,9.632
2018,PRT,T_1000,9.803
2019,PRT,T_1000,9.451
2020,PRT,T_1000,9.742
2021,PRT,T_1000,9.34
2022,PRT,T_1000,10.313
2023,PRT,T_1000,10.434
1995,SVK,T_1000,10.081
1996,SVK,T_1000,8.848
1997,SVK,T_1000,8.57
1998,SVK,T_1000,8.389
1999,SVK,T_1000,8.417
2000,SVK,T_1000,6.89
2001,SVK,T_1000,6.949
2002,SVK,T_1000,6.539
2003,SVK,T_1000,6.571
2004,SVK,T_1000,5.966
2005,SVK,T_1000,5.88
2006,SVK,T_1000,6.01
2007,SVK,T_1000,6.086
2008,SVK,T_1000,6.398
2009,SVK,T_1000,5.502
2010,SVK,T_1000,5.237
2011,SVK,T_1000,5.352
2012,SVK,T_1000,5.438
2013,SVK,T_1000,6.001
2014,SVK,T_1000,6.489
2015,SVK,T_1000,6.917
2016,SVK,T_1000,6.985
2017,SVK,T_1000,7.038
2018,SVK,T_1000,7.088
2019,SVK,T_1000,7.05
2020,SVK,T_1000,6.993
2021,SVK,T_1000,7.663
2022,SVK,T_1000,7.701
2023,SVK,T_1000,7.659
1995,SVN,T_1000,6.37
1996,SVN,T_1000,6.86
1997,SVN,T_1000,6.919
1998,SVN,T_1000,6.715
1999,SVN,T_1000,6.743
2000,SVN,T_1000,6.791
2001,SVN,T_1000,6.974
2002,SVN,T_1000,7.276
2003,SVN,T_1000,7.441
2004,SVN,T_1000,7.664
2005,SVN,T_1000,8.198
2006,SVN,T_1000,8.615
2007,SVN,T_1000,8.67
2008,SVN,T_1000,8.226
2009,SVN,T_1000,7.509
2010,SVN,T_1000,7.402
2011,SVN,T_1000,7.206
2012,SVN,T_1000,6.881
2013,SVN,T_1000,6.268
2014,SVN,T_1000,6.477
2015,SVN,T_1000,6.556
2016,SVN,T_1000,6.84
2017,SVN,T_1000,6.875
2018,SVN,T_1000,7.299
2019,SVN,T_1000,7.21
2020,SVN,T_1000,7.228
2021,SVN,T_1000,7.885
2022,SVN,T_1000,7.519
2023,SVN,T_1000,7.518
1990,ESP,T_1000,9.663
1991,ESP,T_1000,9.884
1992,ESP,T_1000,9.843
1993,ESP,T_1000,9.515
1994,ESP,T_1000,9.021
1995,ESP,T_1000,9.107
1996,ESP,T_1000,9.059
1997,ESP,T_1000,9.341
1998,ESP,T_1000,9.472
1999,ESP,T_1000,9.297
2000,ESP,T_1000,9.284
2001,ESP,T_1000,9.229
2002,ESP,T_1000,9.714
2003,ESP,T_1000,9.232
2004,ESP,T_1000,9.608
2005,ESP,T_1000,10.351
2006,ESP,T_1000,10.998
2007,ESP,T_1000,12.094
2008,ESP,T_1000,9.774
2009,ESP,T_1000,8.823
2010,ESP,T_1000,8.744
2011,ESP,T_1000,8.955
2012,ESP,T_1000,9.609
2013,ESP,T_1000,9.569
2014,ESP,T_1000,9.691
2015,ESP,T_1000,9.521
2016,ESP,T_1000,9.433
2017,ESP,T_1000,9.618
2018,ESP,T_1000,10.138
2019,ESP,T_1000,9.927
2020,ESP,T_1000,10.704
2021,ESP,T_1000,11.269
2022,ESP,T_1000,11.788
2023,ESP,T_1000,12.046
1990,SWE,T_1000,20.341
1991,SWE,T_1000,17.362
1992,SWE,T_1000,16.949
1993,SWE,T_1000,17.922
1994,SWE,T_1000,18.702
1995,SWE,T_1000,17.712
1996,SWE,T_1000,18.29
1997,SWE,T_1000,18.748
1998,SWE,T_1000,18.58
1999,SWE,T_1000,19.482
2000,SWE,T_1000,21.369
2001,SWE,T_1000,18.278
2002,SWE,T_1000,16.34
2003,SWE,T_1000,17.011
2004,SWE,T_1000,17.898
2005,SWE,T_1000,19.107
2006,SWE,T_1000,18.214
2007,SWE,T_1000,17.523
2008,SWE,T_1000,16.091
2009,SWE,T_1000,15.549
2010,SWE,T_1000,15.393
2011,SWE,T_1000,14.793
2012,SWE,T_1000,14.546
2013,SWE,T_1000,14.881
2014,SWE,T_1000,14.965
2015,SWE,T_1000,15.538
2016,SWE,T_1000,16.029
2017,SWE,T_1000,16.254
2018,SWE,T_1000,15.881
2019,SWE,T_1000,15.34
2020,SWE,T_1000,15.304
2021,SWE,T_1000,15.708
2022,SWE,T_1000,15.309
2023,SWE,T_1000,14.615
1990,CHE,T_1000,10.834
1991,CHE,T_1000,10.747
1992,CHE,T_1000,11.153
1993,CHE,T_1000,10.784
1994,CHE,T_1000,11.308
1995,CHE,T_1000,10.782
1996,CHE,T_1000,11.173
1997,CHE,T_1000,10.815
1998,CHE,T_1000,11.358
1999,CHE,T_1000,10.903
2000,CHE,T_1000,11.838
2001,CHE,T_1000,11.109
2002,CHE,T_1000,11.643
2003,CHE,T_1000,11.268
2004,CHE,T_1000,11.267
2005,CHE,T_1000,11.579
2006,CHE,T_1000,11.656
2007,CHE,T_1000,11.741
2008,CHE,T_1000,12.122
2009,CHE,T_1000,12.072
2010,CHE,T_1000,11.789
2011,CHE,T_1000,11.903
2012,CHE,T_1000,11.846
2013,CHE,T_1000,11.96
2014,CHE,T_1000,11.914
2015,CHE,T_1000,12.524
2016,CHE,T_1000,12.539
2017,CHE,T_1000,13.128
2018,CHE,T_1000,12.952
2019,CHE,T_1000,13.326
2020,CHE,T_1000,12.899
2021,CHE,T_1000,13.37
2022,CHE,T_1000,12.549
2023,CHE,T_1000,12.653
1990,TUR,T_1000,4.865
1991,TUR,T_1000,5.295
1992,TUR,T_1000,5.297
1993,TUR,T_1000,5.263
1994,TUR,T_1000,4.79
1995,TUR,T_1000,4.638
1996,TUR,T_1000,4.832
1997,TUR,T_1000,5.55
1998,TUR,T_1000,6.834
1999,TUR,T_1000,7.073
2000,TUR,T_1000,6.933
2001,TUR,T_1000,7.317
2002,TUR,T_1000,5.908
2003,TUR,T_1000,5.917
2004,TUR,T_1000,5.104
2005,TUR,T_1000,5.047
2006,TUR,T_1000,5.044
2007,TUR,T_1000,5.429
2008,TUR,T_1000,5.478
2009,TUR,T_1000,5.611
2010,TUR,T_1000,5.251
2011,TUR,T_1000,5.395
2012,TUR,T_1000,5.407
2013,TUR,T_1000,5.086
2014,TUR,T_1000,5.168
2015,TUR,T_1000,5.068
2016,TUR,T_1000,5.314
2017,TUR,T_1000,5.275
2018,TUR,T_1000,5.787
2019,TUR,T_1000,5.594
2020,TUR,T_1000,5.227
2021,TUR,T_1000,5.48
2022,TUR,T_1000,5.755
2023,TUR,T_1000,5.634
1990,GBR,T_1000,12.925
1991,GBR,T_1000,11.89
1992,GBR,T_1000,11.168
1993,GBR,T_1000,10.505
1994,GBR,T_1000,10.995
1995,GBR,T_1000,10.817
1996,GBR,T_1000,10.649
1997,GBR,T_1000,11.014
1998,GBR,T_1000,12.157
1999,GBR,T_1000,12.25
2000,GBR,T_1000,12.931
2001,GBR,T_1000,12.679
2002,GBR,T_1000,11.97
2003,GBR,T_1000,11.38
2004,GBR,T_1000,11.926
2005,GBR,T_1000,12.665
2006,GBR,T_1000,12.891
2007,GBR,T_1000,13.033
2008,GBR,T_1000,12.573
2009,GBR,T_1000,11.923
2010,GBR,T_1000,11.984
2011,GBR,T_1000,11.919
2012,GBR,T_1000,11.322
2013,GBR,T_1000,11.264
2014,GBR,T_1000,11.013
2015,GBR,T_1000,11.1
2016,GBR,T_1000,11.435
2017,GBR,T_1000,11.553
2018,GBR,T_1000,11.514
2019,GBR,T_1000,11.193
2020,GBR,T_1000,11.807
2021,GBR,T_1000,12.918
2022,GBR,T_1000,13.377
2023,GBR,T_1000,14.172
1990,USA,T_1000,11.768
1991,USA,T_1000,11.216
1992,USA,T_1000,11.148
1993,USA,T_1000,11.461
1994,USA,T_1000,11.619
1995,USA,T_1000,12.089
1996,USA,T_1000,12.752
1997,USA,T_1000,13.245
1998,USA,T_1000,13.6
1999,USA,T_1000,13.731
2000,USA,T_1000,14.183
2001,USA,T_1000,13.171
2002,USA,T_1000,10.948
2003,USA,T_1000,10.478
2004,USA,T_1000,10.71
2005,USA,T_1000,12.059
2006,USA,T_1000,12.804
2007,USA,T_1000,12.886
2008,USA,T_1000,11.828
2009,USA,T_1000,9.226
2010,USA,T_1000,9.892
2011,USA,T_1000,10.976
2012,USA,T_1000,11.207
2013,USA,T_1000,11.949
2014,USA,T_1000,12.326
2015,USA,T_1000,12.655
2016,USA,T_1000,12.304
2017,USA,T_1000,11.847
2018,USA,T_1000,11.365
2019,USA,T_1000,11.483
2020,USA,T_1000,11.911
2021,USA,T_1000,13.232
2022,USA,T_1000,14.197
2023,USA,T_1000,12.121
1990,ARG,T_1000,0.703
1991,ARG,T_1000,1.032
1992,ARG,T_1000,1.326
1993,ARG,T_1000,1.816
1994,ARG,T_1000,2.182
1995,ARG,T_1000,2.244
1996,ARG,T_1000,2.296
1997,ARG,T_1000,2.592
1998,ARG,T_1000,2.874
1999,ARG,T_1000,3.18
2000,ARG,T_1000,3.557
2001,ARG,T_1000,3.568
2002,ARG,T_1000,2.722
2003,ARG,T_1000,3.847
2004,ARG,T_1000,4.857
2005,ARG,T_1000,5.013
2006,ARG,T_1000,4.856
2007,ARG,T_1000,4.931
2008,ARG,T_1000,4.76
2009,ARG,T_1000,4.558
2010,ARG,T_1000,4.72
2011,ARG,T_1000,5.054
2012,ARG,T_1000,5.311
2013,ARG,T_1000,5.546
2014,ARG,T_1000,5.892
2015,ARG,T_1000,6.458
2016,ARG,T_1000,5.31
2017,ARG,T_1000,5.251
2018,ARG,T_1000,5.066
2019,ARG,T_1000,5.116
2020,ARG,T_1000,5.404
2021,ARG,T_1000,5.089
2022,ARG,T_1000,5.72
2023,ARG,T_1000,4.606
1990,BRA,T_1000,5.093
1991,BRA,T_1000,3.723
1992,BRA,T_1000,4.521
1993,BRA,T_1000,4.73
1994,BRA,T_1000,5.001
1995,BRA,T_1000,5.206
1996,BRA,T_1000,4.963
1997,BRA,T_1000,4.82
1998,BRA,T_1000,5.414
1999,BRA,T_1000,5.698
2000,BRA,T_1000,5.727
2001,BRA,T_1000,6.015
2002,BRA,T_1000,6.445
2003,BRA,T_1000,6.224
2004,BRA,T_1000,6.114
2005,BRA,T_1000,6.867
2006,BRA,T_1000,6.738
2007,BRA,T_1000,7.097
2008,BRA,T_1000,7.552
2009,BRA,T_1000,7.033
2010,BRA,T_1000,6.658
2011,BRA,T_1000,7.182
2012,BRA,T_1000,6.677
2013,BRA,T_1000,6.763
2014,BRA,T_1000,6.607
2015,BRA,T_1000,6.688
2016,BRA,T_1000,7.228
2017,BRA,T_1000,6.965
2018,BRA,T_1000,7.006
2019,BRA,T_1000,7.28
2020,BRA,T_1000,6.907
2021,BRA,T_1000,7.746
2022,BRA,T_1000,9.018
2023,BRA,T_1000,8.664
1995,BGR,T_1000,4.969
1996,BGR,T_1000,5.711
1997,BGR,T_1000,12.051
1998,BGR,T_1000,9.872
1999,BGR,T_1000,10.174
2000,BGR,T_1000,9.678
2001,BGR,T_1000,9.739
2002,BGR,T_1000,8.664
2003,BGR,T_1000,6.203
2004,BGR,T_1000,5.525
2005,BGR,T_1000,5.039
2006,BGR,T_1000,5.446
2007,BGR,T_1000,6.107
2008,BGR,T_1000,5.636
2009,BGR,T_1000,4.882
2010,BGR,T_1000,4.548
2011,BGR,T_1000,4.493
2012,BGR,T_1000,4.485
1990,AUS,T_4000,2.511
1991,AUS,T_4000,2.602
1992,AUS,T_4000,2.61
1993,AUS,T_4000,2.729
1994,AUS,T_4000,2.548
1995,AUS,T_4000,2.482
1996,AUS,T_4000,2.593
1997,AUS,T_4000,2.631
1998,AUS,T_4000,2.642
1999,AUS,T_4000,2.738
2000,AUS,T_4000,2.661
2001,AUS,T_4000,2.539
2002,AUS,T_4000,2.667
2003,AUS,T_4000,2.823
2004,AUS,T_4000,2.622
2005,AUS,T_4000,2.569
2006,AUS,T_4000,2.69
2007,AUS,T_4000,2.639
2008,AUS,T_4000,2.212
2009,AUS,T_4000,2.445
2010,AUS,T_4000,2.361
2011,AUS,T_4000,2.238
2012,AUS,T_4000,2.342
2013,AUS,T_4000,2.559
2014,AUS,T_4000,2.786
2015,AUS,T_4000,2.964
2016,AUS,T_4000,2.959
2017,AUS,T_4000,2.87
2018,AUS,T_4000,2.724
2019,AUS,T_4000,2.72
2008,AUT,T_4000,0.522
2009,AUT,T_4000,0.525
2010,AUT,T_4000,0.525
2011,AUT,T_4000,0.508
2012,AUT,T_4000,0.554
2013,AUT,T_4000,0.723
2014,AUT,T_4000,0.597
2015,AUT,T_4000,0.571
2016,AUT,T_4000,0.546
2017,AUT,T_4000,0.526
2018,AUT,T_4000,0.545
2019,AUT,T_4000,0.543
2020,AUT,T_4000,0.576
2021,AUT,T_4000,0.631
2022,AUT,T_4000,0.589
2023,AUT,T_4000,0.46
1990,BEL,T_4000,1.575
1991,BEL,T_4000,1.539
1992,BEL,T_4000,1.527
1993,BEL,T_4000,1.685
1994,BEL,T_4000,1.729
1995,BEL,T_4000,1.636
1996,BEL,T_4000,1.781
1997,BEL,T_4000,1.923
1998,BEL,T_4000,2.074
1999,BEL,T_4000,2.062
2000,BEL,T_4000,2.06
2001,BEL,T_4000,1.983
2002,BEL,T_4000,1.972
2003,BEL,T_4000,2.044
2004,BEL,T_4000,2.281
2005,BEL,T_4000,3.023
2006,BEL,T_4000,3.143
2007,BEL,T_4000,3.07
2008,BEL,T_4000,3.06
2009,BEL,T_4000,2.958
2010,BEL,T_4000,3.099
2011,BEL,T_4000,3.175
2012,BEL,T_4000,3.274
2013,BEL,T_4000,3.514
2014,BEL,T_4000,3.537
2015,BEL,T_4000,3.458
2016,BEL,T_4000,3.474
2017,BEL,T_4000,3.459
2018,BEL,T_4000,3.441
2019,BEL,T_4000,3.418
2020,BEL,T_4000,3.391
2021,BEL,T_4000,3.543
2022,BEL,T_4000,3.253
2023,BEL,T_4000,3.147
1990,CAN,T_4000,3.515
1991,CAN,T_4000,3.711
1992,CAN,T_4000,3.901
1993,CAN,T_4000,3.876
1994,CAN,T_4000,3.8
1995,CAN,T_4000,3.692
1996,CAN,T_4000,3.677
1997,CAN,T_4000,3.67
1998,CAN,T_4000,3.706
1999,CAN,T_4000,3.57
2000,CAN,T_4000,3.301
2001,CAN,T_4000,3.664
2002,CAN,T_4000,3.579
2003,CAN,T_4000,3.538
2004,CAN,T_4000,3.531
2005,CAN,T_4000,3.503
2006,CAN,T_4000,3.465
2007,CAN,T_4000,3.455
2008,CAN,T_4000,3.597
2009,CAN,T_4000,3.931
2010,CAN,T_4000,3.826
2011,CAN,T_4000,3.687
2012,CAN,T_4000,3.705
2013,CAN,T_4000,3.704
2014,CAN,T_4000,3.674
2015,CAN,T_4000,3.908
2016,CAN,T_4000,4.008
2017,CAN,T_4000,3.931
2018,CAN,T_4000,3.851
2019,CAN,T_4000,3.868
2020,CAN,T_4000,4.045
2021,CAN,T_4000,3.892
2022,CAN,T_4000,3.503
2023,CAN,T_4000,3.426
1990,CHL,T_4000,1.032
1991,CHL,T_4000,1.057
1992,CHL,T_4000,1.126
1993,CHL,T_4000,1.253
1994,CHL,T_4000,1.152
1995,CHL,T_4000,1.142
1996,CHL,T_4000,1.247
1997,CHL,T_4000,1.3
1998,CHL,T_4000,1.311
1999,CHL,T_4000,1.401
2000,CHL,T_4000,1.312
2001,CHL,T_4000,1.405
2002,CHL,T_4000,1.446
2003,CHL,T_4000,1.422
2004,CHL,T_4000,1.298
2005,CHL,T_4000,1.317
2006,CHL,T_4000,1.186
2007,CHL,T_4000,1.124
2008,CHL,T_4000,1.177
2009,CHL,T_4000,0.91
2010,CHL,T_4000,0.783
2011,CHL,T_4000,0.895
2012,CHL,T_4000,0.955
2013,CHL,T_4000,0.827
2014,CHL,T_4000,0.83
2015,CHL,T_4000,0.895
2016,CHL,T_4000,1.025
2017,CHL,T_4000,1.097
2018,CHL,T_4000,1.1
2019,CHL,T_4000,1.145
2020,CHL,T_4000,1.124
2021,CHL,T_4000,1.204
2022,CHL,T_4000,1.314
2023,CHL,T_4000,1.331
1990,COL,T_4000,0.247
1991,COL,T_4000,0.27
1992,COL,T_4000,0.306
1993,COL,T_4000,0.339
1994,COL,T_4000,0.411
1995,COL,T_4000,0.421
1996,COL,T_4000,0.491
1997,COL,T_4000,0.5
1998,COL,T_4000,0.555
1999,COL,T_4000,1.113
2000,COL,T_4000,1.039
2001,COL,T_4000,1.185
2002,COL,T_4000,1.691
2003,COL,T_4000,1.631
2004,COL,T_4000,1.469
2005,COL,T_4000,1.432
2006,COL,T_4000,1.414
2007,COL,T_4000,1.507
2008,COL,T_4000,1.874
2009,COL,T_4000,1.639
2010,COL,T_4000,1.569
2011,COL,T_4000,2.087
2012,COL,T_4000,2.051
2013,COL,T_4000,2.088
2014,COL,T_4000,2.095
2015,COL,T_4000,2.256
2016,COL,T_4000,2.094
2017,COL,T_4000,1.95
2018,COL,T_4000,1.545
2019,COL,T_4000,1.791
2020,COL,T_4000,1.82
2021,COL,T_4000,1.732
2022,COL,T_4000,1.533
2023,COL,T_4000,1.647
1990,CRI,T_4000,0.298
1991,CRI,T_4000,0.2
1992,CRI,T_4000,0.231
1993,CRI,T_4000,0.252
1994,CRI,T_4000,0.215
1995,CRI,T_4000,0.195
1996,CRI,T_4000,0.292
1997,CRI,T_4000,0.291
1998,CRI,T_4000,0.196
1999,CRI,T_4000,0.16
2000,CRI,T_4000,0.181
2001,CRI,T_4000,0.194
2002,CRI,T_4000,0.209
2003,CRI,T_4000,0.213
2004,CRI,T_4000,0.241
2005,CRI,T_4000,0.262
2006,CRI,T_4000,0.314
2007,CRI,T_4000,0.307
2008,CRI,T_4000,0.288
2009,CRI,T_4000,0.27
2010,CRI,T_4000,0.322
2011,CRI,T_4000,0.329
2012,CRI,T_4000,0.345
2013,CRI,T_4000,0.389
2014,CRI,T_4000,0.408
2015,CRI,T_4000,0.409
2016,CRI,T_4000,0.419
2017,CRI,T_4000,0.425
2018,CRI,T_4000,0.415
2019,CRI,T_4000,0.444
2020,CRI,T_4000,0.446
2021,CRI,T_4000,0.517
2022,CRI,T_4000,0.493
2023,CRI,T_4000,0.469
1993,CZE,T_4000,0.386
1994,CZE,T_4000,0.435
1995,CZE,T_4000,0.475
1996,CZE,T_4000,0.486
1997,CZE,T_4000,0.514
1998,CZE,T_4000,0.505
1999,CZE,T_4000,0.452
2000,CZE,T_4000,0.454
2001,CZE,T_4000,0.478
2002,CZE,T_4000,0.477
2003,CZE,T_4000,0.477
2004,CZE,T_4000,0.378
2005,CZE,T_4000,0.396
2006,CZE,T_4000,0.398
2007,CZE,T_4000,0.402
2008,CZE,T_4000,0.377
2009,CZE,T_4000,0.357
2010,CZE,T_4000,0.406
2011,CZE,T_4000,0.499
2012,CZE,T_4000,0.499
2013,CZE,T_4000,0.461
2014,CZE,T_4000,0.446
2015,CZE,T_4000,0.471
2016,CZE,T_4000,0.484
2017,CZE,T_4000,0.46
2018,CZE,T_4000,0.45
2019,CZE,T_4000,0.409
2020,CZE,T_4000,0.199
2021,CZE,T_4000,0.189
2022,CZE,T_4000,0.177
2023,CZE,T_4000,0.164
1990,DNK,T_4000,1.899
1991,DNK,T_4000,1.69
1992,DNK,T_4000,1.816
1993,DNK,T_4000,1.949
1994,DNK,T_4000,1.801
1995,DNK,T_4000,1.669
1996,DNK,T_4000,1.602
1997,DNK,T_4000,1.626
1998,DNK,T_4000,1.767
1999,DNK,T_4000,1.769
2000,DNK,T_4000,1.564
2001,DNK,T_4000,1.629
2002,DNK,T_4000,1.678
2003,DNK,T_4000,1.772
2004,DNK,T_4000,1.788
2005,DNK,T_4000,1.842
2006,DNK,T_4000,1.823
2007,DNK,T_4000,1.81
2008,DNK,T_4000,1.899
2009,DNK,T_4000,1.819
2010,DNK,T_4000,1.849
2011,DNK,T_4000,1.888
2012,DNK,T_4000,1.779
2013,DNK,T_4000,1.808
2014,DNK,T_4000,1.833
2015,DNK,T_4000,1.939
2016,DNK,T_4000,1.84
2017,DNK,T_4000,1.792
2018,DNK,T_4000,1.836
2019,DNK,T_4000,2.011
2020,DNK,T_4000,1.96
2021,DNK,T_4000,1.835
2022,DNK,T_4000,1.703
2023,DNK,T_4000,1.657
1995,EST,T_4000,0.351
1996,EST,T_4000,0.366
1997,EST,T_4000,0.377
1998,EST,T_4000,0.372
1999,EST,T_4000,0.367
2000,EST,T_4000,0.388
2001,EST,T_4000,0.363
2002,EST,T_4000,0.344
2003,EST,T_4000,0.328
2004,EST,T_4000,0.311
2005,EST,T_4000,0.285
2006,EST,T_4000,0.244
2007,EST,T_4000,0.215
2008,EST,T_4000,0.29
2009,EST,T_4000,0.341
2010,EST,T_4000,0.348
2011,EST,T_4000,0.307
2012,EST,T_4000,0.324
2013,EST,T_4000,0.299
2014,EST,T_4000,0.289
2015,EST,T_4000,0.276
2016,EST,T_4000,0.266
2017,EST,T_4000,0.237
2018,EST,T_4000,0.219
2019,EST,T_4000,0.204
2020,EST,T_4000,0.21
2021,EST,T_4000,0.189
2022,EST,T_4000,0.162
2023,EST,T_4000,0.155
1990,FIN,T_4000,1.051
1991,FIN,T_4000,1.003
1992,FIN,T_4000,0.964
1993,FIN,T_4000,1.169
1994,FIN,T_4000,1.116
1995,FIN,T_4000,0.988
1996,FIN,T_4000,1.03
1997,FIN,T_4000,1.045
1998,FIN,T_4000,1.071
1999,FIN,T_4000,1.053
2000,FIN,T_4000,1.113
2001,FIN,T_4000,1.003
2002,FIN,T_4000,1.038
2003,FIN,T_4000,0.994
2004,FIN,T_4000,1.072
2005,FIN,T_4000,1.15
2006,FIN,T_4000,1.064
2007,FIN,T_4000,1.076
2008,FIN,T_4000,1.054
2009,FIN,T_4000,1.047
2010,FIN,T_4000,1.109
2011,FIN,T_4000,1.08
2012,FIN,T_4000,1.174
2013,FIN,T_4000,1.272
2014,FIN,T_4000,1.314
2015,FIN,T_4000,1.427
2016,FIN,T_4000,1.41
2017,FIN,T_4000,1.528
2018,FIN,T_4000,1.434
2019,FIN,T_4000,1.45
2020,FIN,T_4000,1.499
2021,FIN,T_4000,1.511
2022,FIN,T_4000,1.443
2023,FIN,T_4000,1.402
1990,FRA,T_4000,2.628
1991,FRA,T_4000,2.642
1992,FRA,T_4000,3.212
1993,FRA,T_4000,2.773
1994,FRA,T_4000,2.903
1995,FRA,T_4000,2.838
1996,FRA,T_4000,2.946
1997,FRA,T_4000,3.117
1998,FRA,T_4000,3.105
1999,FRA,T_4000,3.162
2000,FRA,T_4000,2.991
2001,FRA,T_4000,2.962
2002,FRA,T_4000,2.99
2003,FRA,T_4000,3.055
2004,FRA,T_4000,3.186
2005,FRA,T_4000,3.321
2006,FRA,T_4000,3.383
2007,FRA,T_4000,3.373
2008,FRA,T_4000,3.257
2009,FRA,T_4000,3.335
2010,FRA,T_4000,3.547
2011,FRA,T_4000,3.653
2012,FRA,T_4000,3.792
2013,FRA,T_4000,3.852
2014,FRA,T_4000,3.912
2015,FRA,T_4000,4.077
2016,FRA,T_4000,4.147
2017,FRA,T_4000,4.289
2018,FRA,T_4000,4.034
2019,FRA,T_4000,3.936
2020,FRA,T_4000,4.001
2021,FRA,T_4000,3.887
2022,FRA,T_4000,3.702
2023,FRA,T_4000,3.457
1990,DEU,T_4000,1.173
1991,DEU,T_4000,1.001
1992,DEU,T_4000,0.972
1993,DEU,T_4000,0.978
1994,DEU,T_4000,1.011
1995,DEU,T_4000,1.005
1996,DEU,T_4000,1.083
1997,DEU,T_4000,0.974
1998,DEU,T_4000,0.844
1999,DEU,T_4000,0.898
2000,DEU,T_4000,0.83
2001,DEU,T_4000,0.803
2002,DEU,T_4000,0.79
2003,DEU,T_4000,0.819
2004,DEU,T_4000,0.838
2005,DEU,T_4000,0.84
2006,DEU,T_4000,0.852
2007,DEU,T_4000,0.875
2008,DEU,T_4000,0.836
2009,DEU,T_4000,0.832
2010,DEU,T_4000,0.819
2011,DEU,T_4000,0.855
2012,DEU,T_4000,0.895
2013,DEU,T_4000,0.929
2014,DEU,T_4000,0.962
2015,DEU,T_4000,1.072
2016,DEU,T_4000,1.087
2017,DEU,T_4000,1.049
2018,DEU,T_4000,1.079
2019,DEU,T_4000,1.113
2020,DEU,T_4000,1.246
2021,DEU,T_4000,1.239
2022,DEU,T_4000,1.115
2023,DEU,T_4000,0.937
1990,GRC,T_4000,1.169
1991,GRC,T_4000,0.989
1992,GRC,T_4000,1.186
1993,GRC,T_4000,0.982
1994,GRC,T_4000,0.944
1995,GRC,T_4000,1.69
1996,GRC,T_4000,1.8
1997,GRC,T_4000,1.968
1998,GRC,T_4000,1.969
1999,GRC,T_4000,2.39
2000,GRC,T_4000,2.571
2001,GRC,T_4000,2.161
2002,GRC,T_4000,1.974
2003,GRC,T_4000,1.907
2004,GRC,T_4000,1.811
2005,GRC,T_4000,1.923
2006,GRC,T_4000,2.085
2007,GRC,T_4000,2.109
2008,GRC,T_4000,2.158
2009,GRC,T_4000,1.989
2010,GRC,T_4000,1.669
2011,GRC,T_4000,2.523
2012,GRC,T_4000,2.746
2013,GRC,T_4000,3.168
2014,GRC,T_4000,2.896
2015,GRC,T_4000,3.072
2016,GRC,T_4000,3.147
2017,GRC,T_4000,3.144
2018,GRC,T_4000,3.094
2019,GRC,T_4000,3.055
2020,GRC,T_4000,3.055
2021,GRC,T_4000,2.915
2022,GRC,T_4000,2.739
2023,GRC,T_4000,2.825
1991,HUN,T_4000,0.517
1992,HUN,T_4000,0.446
1993,HUN,T_4000,0.367
1994,HUN,T_4000,0.439
1995,HUN,T_4000,0.497
1996,HUN,T_4000,0.598
1997,HUN,T_4000,0.58
1998,HUN,T_4000,0.587
1999,HUN,T_4000,0.634
2000,HUN,T_4000,0.668
2001,HUN,T_4000,0.69
2002,HUN,T_4000,0.688
2003,HUN,T_4000,0.801
2004,HUN,T_4000,0.833
2005,HUN,T_4000,0.827
2006,HUN,T_4000,0.813
2007,HUN,T_4000,0.787
2008,HUN,T_4000,0.847
2009,HUN,T_4000,0.811
2010,HUN,T_4000,1.135
2011,HUN,T_4000,1.111
2012,HUN,T_4000,1.211
2013,HUN,T_4000,1.281
2014,HUN,T_4000,1.272
2015,HUN,T_4000,1.251
2016,HUN,T_4000,1.083
2017,HUN,T_4000,1.041
2018,HUN,T_4000,0.963
2019,HUN,T_4000,0.937
2020,HUN,T_4000,1.047
2021,HUN,T_4000,0.874
2022,HUN,T_4000,0.807
2023,HUN,T_4000,0.736
1990,ISL,T_4000,2.57
1991,ISL,T_4000,2.717
1992,ISL,T_4000,2.861
1993,ISL,T_4000,2.926
1994,ISL,T_4000,2.84
1995,ISL,T_4000,2.793
1996,ISL,T_4000,2.64
1997,ISL,T_4000,2.556
1998,ISL,T_4000,2.145
1999,ISL,T_4000,2.155
2000,ISL,T_4000,2.373
2001,ISL,T_4000,2.289
2002,ISL,T_4000,2.102
2003,ISL,T_4000,1.811
2004,ISL,T_4000,1.767
2005,ISL,T_4000,1.714
2006,ISL,T_4000,1.506
2007,ISL,T_4000,1.661
2008,ISL,T_4000,1.734
2009,ISL,T_4000,1.837
2010,ISL,T_4000,2.107
