TIME_PERIOD,REF_AREA,STANDARD_REVENUE,value
2018,ESP,T_2000,11.736
2019,ESP,T_2000,12.246
2020,ESP,T_2000,13.79
2021,ESP,T_2000,13.403
2022,ESP,T_2000,12.808
2023,ESP,T_2000,12.947
1990,SWE,T_2000,13.302
1991,SWE,T_2000,13.635
1992,SWE,T_2000,13.071
1993,SWE,T_2000,11.952
1994,SWE,T_2000,11.979
1995,SWE,T_2000,12.47
1996,SWE,T_2000,13.378
1997,SWE,T_2000,13.352
1998,SWE,T_2000,13.115
1999,SWE,T_2000,11.526
2000,SWE,T_2000,12.744
2001,SWE,T_2000,13.203
2002,SWE,T_2000,13.012
2003,SWE,T_2000,12.703
2004,SWE,T_2000,12.46
2005,SWE,T_2000,12.435
2006,SWE,T_2000,11.712
2007,SWE,T_2000,11.73
2008,SWE,T_2000,10.99
2009,SWE,T_2000,10.748
2010,SWE,T_2000,10.831
2011,SWE,T_2000,9.771
2012,SWE,T_2000,10.085
2013,SWE,T_2000,9.9
2014,SWE,T_2000,9.805
2015,SWE,T_2000,9.567
2016,SWE,T_2000,9.968
2017,SWE,T_2000,9.669
2018,SWE,T_2000,9.668
2019,SWE,T_2000,9.196
2020,SWE,T_2000,9.07
2021,SWE,T_2000,8.964
2022,SWE,T_2000,8.839
2023,SWE,T_2000,8.87
1990,CHE,T_2000,5.396
1991,CHE,T_2000,5.575
1992,CHE,T_2000,5.689
1993,CHE,T_2000,6.406
1994,CHE,T_2000,6.245
1995,CHE,T_2000,6.694
1996,CHE,T_2000,6.731
1997,CHE,T_2000,6.699
1998,CHE,T_2000,6.427
1999,CHE,T_2000,6.572
2000,CHE,T_2000,6.54
2001,CHE,T_2000,6.729
2002,CHE,T_2000,6.895
2003,CHE,T_2000,6.651
2004,CHE,T_2000,6.299
2005,CHE,T_2000,6.184
2006,CHE,T_2000,6.007
2007,CHE,T_2000,5.919
2008,CHE,T_2000,5.992
2009,CHE,T_2000,6.319
2010,CHE,T_2000,6.128
2011,CHE,T_2000,6.434
2012,CHE,T_2000,6.495
2013,CHE,T_2000,6.525
2014,CHE,T_2000,6.518
2015,CHE,T_2000,6.606
2016,CHE,T_2000,6.583
2017,CHE,T_2000,6.59
2018,CHE,T_2000,6.475
2019,CHE,T_2000,6.567
2020,CHE,T_2000,7.022
2021,CHE,T_2000,6.793
2022,CHE,T_2000,6.675
2023,CHE,T_2000,6.687
1990,TUR,T_2000,2.857
1991,TUR,T_2000,2.99
1992,TUR,T_2000,3.317
1993,TUR,T_2000,3.241
1994,TUR,T_2000,2.553
1995,TUR,T_2000,1.978
1996,TUR,T_2000,2.907
1997,TUR,T_2000,2.932
1998,TUR,T_2000,2.982
1999,TUR,T_2000,4.175
2000,TUR,T_2000,4.398
2001,TUR,T_2000,5.461
2002,TUR,T_2000,4.713
2003,TUR,T_2000,5.197
2004,TUR,T_2000,5.515
2005,TUR,T_2000,5.192
2006,TUR,T_2000,5.23
2007,TUR,T_2000,4.962
2008,TUR,T_2000,5.748
2009,TUR,T_2000,5.723
2010,TUR,T_2000,6.14
2011,TUR,T_2000,7.167
2012,TUR,T_2000,6.728
2013,TUR,T_2000,6.903
2014,TUR,T_2000,6.978
2015,TUR,T_2000,7.243
2016,TUR,T_2000,7.243
2017,TUR,T_2000,7.235
2018,TUR,T_2000,7.177
2019,TUR,T_2000,7.245
2020,TUR,T_2000,7.085
2021,TUR,T_2000,6.631
2022,TUR,T_2000,5.113
2023,TUR,T_2000,6.209
1990,GBR,T_2000,5.597
1991,GBR,T_2000,5.586
1992,GBR,T_2000,5.505
1993,GBR,T_2000,5.547
1994,GBR,T_2000,5.645
1995,GBR,T_2000,5.212
1996,GBR,T_2000,5.11
1997,GBR,T_2000,5.308
1998,GBR,T_2000,5.307
1999,GBR,T_2000,5.439
2000,GBR,T_2000,5.474
2001,GBR,T_2000,5.508
2002,GBR,T_2000,5.322
2003,GBR,T_2000,5.685
2004,GBR,T_2000,5.99
2005,GBR,T_2000,6.038
2006,GBR,T_2000,6.083
2007,GBR,T_2000,6.034
2008,GBR,T_2000,6.17
2009,GBR,T_2000,6.098
2010,GBR,T_2000,6.052
2011,GBR,T_2000,6.101
2012,GBR,T_2000,6.087
2013,GBR,T_2000,5.955
2014,GBR,T_2000,5.859
2015,GBR,T_2000,5.958
2016,GBR,T_2000,6.124
2017,GBR,T_2000,6.264
2018,GBR,T_2000,6.29
2019,GBR,T_2000,6.444
2020,GBR,T_2000,6.825
2021,GBR,T_2000,6.839
2022,GBR,T_2000,7.061
2023,GBR,T_2000,6.703
1990,USA,T_2000,6.657
1991,USA,T_2000,6.743
1992,USA,T_2000,6.714
1993,USA,T_2000,6.68
1994,USA,T_2000,6.691
1995,USA,T_2000,6.682
1996,USA,T_2000,6.61
1997,USA,T_2000,6.593
1998,USA,T_2000,6.653
1999,USA,T_2000,6.63
2000,USA,T_2000,6.664
2001,USA,T_2000,6.69
2002,USA,T_2000,6.622
2003,USA,T_2000,6.533
2004,USA,T_2000,6.499
2005,USA,T_2000,6.376
2006,USA,T_2000,6.32
2007,USA,T_2000,6.269
2008,USA,T_2000,6.298
2009,USA,T_2000,6.233
2010,USA,T_2000,6.096
2011,USA,T_2000,5.431
2012,USA,T_2000,5.416
2013,USA,T_2000,6.102
2014,USA,T_2000,6.116
2015,USA,T_2000,6.152
2016,USA,T_2000,6.132
2017,USA,T_2000,6.145
2018,USA,T_2000,6.08
2019,USA,T_2000,6.097
2020,USA,T_2000,6.227
2021,USA,T_2000,6.062
2022,USA,T_2000,6.047
2023,USA,T_2000,6.054
1990,ARG,T_2000,3.352
1991,ARG,T_2000,3.832
1992,ARG,T_2000,4.435
1993,ARG,T_2000,4.988
1994,ARG,T_2000,4.832
1995,ARG,T_2000,4.246
1996,ARG,T_2000,3.536
1997,ARG,T_2000,3.391
1998,ARG,T_2000,3.296
1999,ARG,T_2000,3.173
2000,ARG,T_2000,3.043
2001,ARG,T_2000,2.89
2002,ARG,T_2000,2.53
2003,ARG,T_2000,2.529
2004,ARG,T_2000,2.803
2005,ARG,T_2000,2.987
2006,ARG,T_2000,3.457
2007,ARG,T_2000,4.082
2008,ARG,T_2000,4.572
2009,ARG,T_2000,6.189
2010,ARG,T_2000,6.166
2011,ARG,T_2000,6.296
2012,ARG,T_2000,6.815
2013,ARG,T_2000,7.05
2014,ARG,T_2000,6.719
2015,ARG,T_2000,6.976
2016,ARG,T_2000,6.758
2017,ARG,T_2000,6.878
2018,ARG,T_2000,6.202
2019,ARG,T_2000,5.685
2020,ARG,T_2000,5.689
2021,ARG,T_2000,5.189
2022,ARG,T_2000,5.241
2023,ARG,T_2000,5.08
1990,BRA,T_2000,6.769
1991,BRA,T_2000,6.015
1992,BRA,T_2000,6.055
1993,BRA,T_2000,6.863
1994,BRA,T_2000,6.929
1995,BRA,T_2000,6.688
1996,BRA,T_2000,6.834
1997,BRA,T_2000,6.68
1998,BRA,T_2000,7.029
1999,BRA,T_2000,6.696
2000,BRA,T_2000,6.961
2001,BRA,T_2000,7.008
2002,BRA,T_2000,7.284
2003,BRA,T_2000,7.129
2004,BRA,T_2000,7.409
2005,BRA,T_2000,7.754
2006,BRA,T_2000,7.859
2007,BRA,T_2000,7.886
2008,BRA,T_2000,7.817
2009,BRA,T_2000,8.179
2010,BRA,T_2000,8.146
2011,BRA,T_2000,8.298
2012,BRA,T_2000,8.42
2013,BRA,T_2000,8.347
2014,BRA,T_2000,8.35
2015,BRA,T_2000,8.393
2016,BRA,T_2000,8.566
2017,BRA,T_2000,8.594
2018,BRA,T_2000,8.347
2019,BRA,T_2000,8.35
2020,BRA,T_2000,8.02
2021,BRA,T_2000,7.71
2022,BRA,T_2000,7.917
2023,BRA,T_2000,8.055
1995,BGR,T_2000,6.629
1996,BGR,T_2000,6.586
1997,BGR,T_2000,7.448
1998,BGR,T_2000,7.767
1999,BGR,T_2000,9.528
2000,BGR,T_2000,10.552
2001,BGR,T_2000,9.603
2002,BGR,T_2000,9.321
2003,BGR,T_2000,10.078
2004,BGR,T_2000,9.901
2005,BGR,T_2000,9.401
2006,BGR,T_2000,8.015
2007,BGR,T_2000,7.702
2008,BGR,T_2000,7.403
2009,BGR,T_2000,7.205
2010,BGR,T_2000,6.636
2011,BGR,T_2000,6.677
2012,BGR,T_2000,6.771
1990,AUS,T_1000,16.022
1991,AUS,T_1000,14.898
1992,AUS,T_1000,14.462
1993,AUS,T_1000,14.38
1994,AUS,T_1000,14.903
1995,AUS,T_1000,15.618
1996,AUS,T_1000,16.246
1997,AUS,T_1000,16.185
1998,AUS,T_1000,17.303
1999,AUS,T_1000,17.841
2000,AUS,T_1000,17.589
2001,AUS,T_1000,16.216
2002,AUS,T_1000,16.69
2003,AUS,T_1000,16.814
2004,AUS,T_1000,17.561
2005,AUS,T_1000,17.577
2006,AUS,T_1000,17.202
2007,AUS,T_1000,17.474
2008,AUS,T_1000,15.749
2009,AUS,T_1000,14.134
2010,AUS,T_1000,14.252
2011,AUS,T_1000,15.182
2012,AUS,T_1000,15.534
2013,AUS,T_1000,15.383
2014,AUS,T_1000,15.693
2015,AUS,T_1000,15.754
2016,AUS,T_1000,15.77
2017,AUS,T_1000,16.738
2018,AUS,T_1000,17.17
2019,AUS,T_1000,16.366
2008,AUT,T_1000,12.67
2009,AUT,T_1000,11.38
2010,AUT,T_1000,11.498
2011,AUT,T_1000,11.632
2012,AUT,T_1000,11.946
2013,AUT,T_1000,12.285
2014,AUT,T_1000,12.527
2015,AUT,T_1000,13.012
2016,AUT,T_1000,11.682
2017,AUT,T_1000,11.841
2018,AUT,T_1000,12.396
2019,AUT,T_1000,12.561
2020,AUT,T_1000,11.696
2021,AUT,T_1000,12.801
2022,AUT,T_1000,13.353
2023,AUT,T_1000,12.909
1990,BEL,T_1000,15.275
1991,BEL,T_1000,15.042
1992,BEL,T_1000,14.495
1993,BEL,T_1000,15.486
1994,BEL,T_1000,15.792
1995,BEL,T_1000,16.328
1996,BEL,T_1000,16.331
1997,BEL,T_1000,16.734
1998,BEL,T_1000,17.294
1999,BEL,T_1000,16.78
2000,BEL,T_1000,16.936
2001,BEL,T_1000,17.111
2002,BEL,T_1000,17.001
2003,BEL,T_1000,16.506
2004,BEL,T_1000,16.501
2005,BEL,T_1000,15.767
2006,BEL,T_1000,15.608
2007,BEL,T_1000,15.366
2008,BEL,T_1000,15.692
2009,BEL,T_1000,14.47
2010,BEL,T_1000,14.662
2011,BEL,T_1000,15.101
2012,BEL,T_1000,15.357
2013,BEL,T_1000,15.963
2014,BEL,T_1000,16.021
2015,BEL,T_1000,15.724
2016,BEL,T_1000,15.382
2017,BEL,T_1000,15.995
2018,BEL,T_1000,16.136
2019,BEL,T_1000,15.0
2020,BEL,T_1000,15.017
2021,BEL,T_1000,15.015
2022,BEL,T_1000,15.863
2023,BEL,T_1000,15.784
1990,CAN,T_1000,17.032
1991,CAN,T_1000,16.703
1992,CAN,T_1000,15.691
1993,CAN,T_1000,15.257
1994,CAN,T_1000,15.399
1995,CAN,T_1000,16.08
1996,CAN,T_1000,16.475
1997,CAN,T_1000,17.483
1998,CAN,T_1000,17.269
1999,CAN,T_1000,17.692
2000,CAN,T_1000,17.354
2001,CAN,T_1000,16.295
2002,CAN,T_1000,14.957
2003,CAN,T_1000,14.72
2004,CAN,T_1000,15.111
2005,CAN,T_1000,15.359
2006,CAN,T_1000,15.851
2007,CAN,T_1000,15.922
2008,CAN,T_1000,15.427
2009,CAN,T_1000,15.455
2010,CAN,T_1000,14.463
2011,CAN,T_1000,14.579
2012,CAN,T_1000,14.796
2013,CAN,T_1000,14.813
2014,CAN,T_1000,15.035
2015,CAN,T_1000,15.818
2016,CAN,T_1000,16.008
2017,CAN,T_1000,15.99
2018,CAN,T_1000,16.492
2019,CAN,T_1000,16.199
2020,CAN,T_1000,17.42
2021,CAN,T_1000,17.951
2022,CAN,T_1000,17.451
2023,CAN,T_1000,17.854
1990,CHL,T_1000,3.898
1991,CHL,T_1000,4.318
1992,CHL,T_1000,4.355
1993,CHL,T_1000,4.061
1994,CHL,T_1000,4.392
1995,CHL,T_1000,4.585
1996,CHL,T_1000,4.894
1997,CHL,T_1000,4.5
1998,CHL,T_1000,4.062
1999,CHL,T_1000,3.587
2000,CHL,T_1000,4.362
2001,CHL,T_1000,4.456
2002,CHL,T_1000,4.567
2003,CHL,T_1000,4.697
2004,CHL,T_1000,5.686
2005,CHL,T_1000,7.553
2006,CHL,T_1000,10.049
2007,CHL,T_1000,10.439
2008,CHL,T_1000,8.029
2009,CHL,T_1000,5.369
2010,CHL,T_1000,7.519
2011,CHL,T_1000,8.496
2012,CHL,T_1000,8.312
2013,CHL,T_1000,6.934
2014,CHL,T_1000,6.508
2015,CHL,T_1000,7.465
2016,CHL,T_1000,6.782
2017,CHL,T_1000,6.98
2018,CHL,T_1000,7.612
2019,CHL,T_1000,7.305
2020,CHL,T_1000,6.231
2021,CHL,T_1000,8.539
2022,CHL,T_1000,10.42
2023,CHL,T_1000,7.249
1990,COL,T_1000,3.395
1991,COL,T_1000,4.38
1992,COL,T_1000,4.56
1993,COL,T_1000,4.678
1994,COL,T_1000,4.163
1995,COL,T_1000,3.912
1996,COL,T_1000,3.655
1997,COL,T_1000,3.909
1998,COL,T_1000,3.853
1999,COL,T_1000,3.678
2000,COL,T_1000,3.641
2001,COL,T_1000,4.512
2002,COL,T_1000,4.344
2003,COL,T_1000,4.433
2004,COL,T_1000,5.051
2005,COL,T_1000,5.133
2006,COL,T_1000,5.519
2007,COL,T_1000,5.603
2008,COL,T_1000,5.13
2009,COL,T_1000,5.606
2010,COL,T_1000,4.819
2011,COL,T_1000,5.404
2012,COL,T_1000,6.552
2013,COL,T_1000,6.686
2014,COL,T_1000,6.565
2015,COL,T_1000,6.544
2016,COL,T_1000,6.289
2017,COL,T_1000,6.259
2018,COL,T_1000,6.484
2019,COL,T_1000,6.369
2020,COL,T_1000,6.191
2021,COL,T_1000,6.14
2022,COL,T_1000,6.525
2023,COL,T_1000,8.913
1990,CRI,T_1000,2.25
1991,CRI,T_1000,1.651
1992,CRI,T_1000,1.651
1993,CRI,T_1000,1.977
1994,CRI,T_1000,2.33
1995,CRI,T_1000,2.292
1996,CRI,T_1000,2.168
1997,CRI,T_1000,2.154
1998,CRI,T_1000,2.419
1999,CRI,T_1000,3.135
2000,CRI,T_1000,2.784
2001,CRI,T_1000,3.103
2002,CRI,T_1000,3.111
2003,CRI,T_1000,3.385
2004,CRI,T_1000,3.281
2005,CRI,T_1000,3.385
2006,CRI,T_1000,3.393
2007,CRI,T_1000,3.827
2008,CRI,T_1000,4.252
2009,CRI,T_1000,3.9
2010,CRI,T_1000,3.778
2011,CRI,T_1000,3.832
2012,CRI,T_1000,3.754
2013,CRI,T_1000,3.984
2014,CRI,T_1000,3.898
2015,CRI,T_1000,4.134
2016,CRI,T_1000,4.418
2017,CRI,T_1000,4.548
2018,CRI,T_1000,4.718
2019,CRI,T_1000,4.903
2020,CRI,T_1000,4.525
2021,CRI,T_1000,5.118
2022,CRI,T_1000,5.423
2023,CRI,T_1000,5.284
1993,CZE,T_1000,9.277
1994,CZE,T_1000,8.742
1995,CZE,T_1000,8.56
1996,CZE,T_1000,7.428
1997,CZE,T_1000,7.905
1998,CZE,T_1000,7.428
1999,CZE,T_1000,7.605
2000,CZE,T_1000,7.328
2001,CZE,T_1000,7.71
2002,CZE,T_1000,8.197
2003,CZE,T_1000,8.639
2004,CZE,T_1000,8.6
2005,CZE,T_1000,8.318
2006,CZE,T_1000,8.321
2007,CZE,T_1000,8.499
2008,CZE,T_1000,7.556
2009,CZE,T_1000,6.827
2010,CZE,T_1000,6.445
2011,CZE,T_1000,6.653
2012,CZE,T_1000,6.8
2013,CZE,T_1000,6.962
2014,CZE,T_1000,6.983
2015,CZE,T_1000,7.089
2016,CZE,T_1000,7.472
2017,CZE,T_1000,7.541
2018,CZE,T_1000,7.798
2019,CZE,T_1000,7.791
2020,CZE,T_1000,7.806
2021,CZE,T_1000,6.994
2022,CZE,T_1000,7.31
2023,CZE,T_1000,7.954
1990,DNK,T_1000,27.208
1991,DNK,T_1000,26.904
1992,DNK,T_1000,27.557
1993,DNK,T_1000,28.513
1994,DNK,T_1000,29.276
1995,DNK,T_1000,29.496
1996,DNK,T_1000,29.433
1997,DNK,T_1000,29.275
1998,DNK,T_1000,28.829
1999,DNK,T_1000,28.917
2000,DNK,T_1000,28.722
2001,DNK,T_1000,27.79
2002,DNK,T_1000,27.644
2003,DNK,T_1000,28.026
2004,DNK,T_1000,28.433
2005,DNK,T_1000,29.692
2006,DNK,T_1000,28.37
2007,DNK,T_1000,27.99
2008,DNK,T_1000,27.297
2009,DNK,T_1000,27.46
2010,DNK,T_1000,27.638
2011,DNK,T_1000,27.515
2012,DNK,T_1000,28.294
2013,DNK,T_1000,28.864
2014,DNK,T_1000,31.833
2015,DNK,T_1000,29.455
2016,DNK,T_1000,28.82
2017,DNK,T_1000,28.874
2018,DNK,T_1000,27.562
2019,DNK,T_1000,30.539
2020,DNK,T_1000,30.521
2021,DNK,T_1000,31.367
2022,DNK,T_1000,27.097
2023,DNK,T_1000,29.04
1995,EST,T_1000,10.515
1996,EST,T_1000,9.109
1997,EST,T_1000,9.04
1998,EST,T_1000,10.209
1999,EST,T_1000,9.653
2000,EST,T_1000,7.714
2001,EST,T_1000,7.172
2002,EST,T_1000,7.477
2003,EST,T_1000,8.019
2004,EST,T_1000,7.867
2005,EST,T_1000,6.891
2006,EST,T_1000,6.971
2007,EST,T_1000,7.296
2008,EST,T_1000,7.685
2009,EST,T_1000,7.393
2010,EST,T_1000,6.581
2011,EST,T_1000,6.253
2012,EST,T_1000,6.545
2013,EST,T_1000,7.082
2014,EST,T_1000,7.26
2015,EST,T_1000,7.647
2016,EST,T_1000,7.336
2017,EST,T_1000,7.032
2018,EST,T_1000,7.296
2019,EST,T_1000,7.167
2020,EST,T_1000,7.546
2021,EST,T_1000,8.354
2022,EST,T_1000,7.892
2023,EST,T_1000,8.139
1990,FIN,T_1000,16.846
1991,FIN,T_1000,16.923
1992,FIN,T_1000,15.876
1993,FIN,T_1000,14.692
1994,FIN,T_1000,15.924
1995,FIN,T_1000,16.084
1996,FIN,T_1000,17.672
1997,FIN,T_1000,17.208
1998,FIN,T_1000,17.63
1999,FIN,T_1000,17.183
2000,FIN,T_1000,19.723
2001,FIN,T_1000,17.605
2002,FIN,T_1000,17.541
2003,FIN,T_1000,16.38
2004,FIN,T_1000,16.084
2005,FIN,T_1000,16.066
2006,FIN,T_1000,15.994
2007,FIN,T_1000,16.228
2008,FIN,T_1000,15.991
2009,FIN,T_1000,14.583
2010,FIN,T_1000,14.406
2011,FIN,T_1000,14.815
2012,FIN,T_1000,14.526
2013,FIN,T_1000,15.073
2014,FIN,T_1000,15.215
2015,FIN,T_1000,15.314
2016,FIN,T_1000,15.141
2017,FIN,T_1000,15.203
2018,FIN,T_1000,14.78
2019,FIN,T_1000,14.788
2020,FIN,T_1000,14.688
2021,FIN,T_1000,15.605
2022,FIN,T_1000,15.937
2023,FIN,T_1000,15.544
1990,FRA,T_1000,6.671
1991,FRA,T_1000,7.061
1992,FRA,T_1000,6.708
1993,FRA,T_1000,6.813
1994,FRA,T_1000,6.939
1995,FRA,T_1000,6.904
1996,FRA,T_1000,7.365
1997,FRA,T_1000,7.94
1998,FRA,T_1000,10.072
1999,FRA,T_1000,10.593
2000,FRA,T_1000,10.823
2001,FRA,T_1000,11.081
2002,FRA,T_1000,10.271
2003,FRA,T_1000,9.924
2004,FRA,T_1000,10.04
2005,FRA,T_1000,10.179
2006,FRA,T_1000,10.574
2007,FRA,T_1000,10.385
2008,FRA,T_1000,10.492
2009,FRA,T_1000,9.097
2010,FRA,T_1000,9.584
2011,FRA,T_1000,10.048
2012,FRA,T_1000,10.629
2013,FRA,T_1000,11.01
2014,FRA,T_1000,10.717
2015,FRA,T_1000,10.607
2016,FRA,T_1000,10.457
2017,FRA,T_1000,10.816
2018,FRA,T_1000,11.416
2019,FRA,T_1000,11.415
2020,FRA,T_1000,11.728
2021,FRA,T_1000,11.741
2022,FRA,T_1000,12.543
2023,FRA,T_1000,11.743
1990,DEU,T_1000,11.27
1991,DEU,T_1000,11.104
1992,DEU,T_1000,11.509
1993,DEU,T_1000,11.052
1994,DEU,T_1000,10.697
1995,DEU,T_1000,10.991
1996,DEU,T_1000,10.207
1997,DEU,T_1000,9.952
1998,DEU,T_1000,10.439
1999,DEU,T_1000,10.815
2000,DEU,T_1000,10.964
2001,DEU,T_1000,10.112
2002,DEU,T_1000,9.666
2003,DEU,T_1000,9.532
2004,DEU,T_1000,9.292
2005,DEU,T_1000,9.597
2006,DEU,T_1000,10.503
2007,DEU,T_1000,10.946
2008,DEU,T_1000,11.35
2009,DEU,T_1000,10.487
2010,DEU,T_1000,10.054
2011,DEU,T_1000,10.546
2012,DEU,T_1000,11.14
2013,DEU,T_1000,11.38
2014,DEU,T_1000,11.38
2015,DEU,T_1000,11.612
2016,DEU,T_1000,12.015
2017,DEU,T_1000,12.272
2018,DEU,T_1000,12.594
2019,DEU,T_1000,12.58
2020,DEU,T_1000,11.861
2021,DEU,T_1000,12.807
2022,DEU,T_1000,13.052
2023,DEU,T_1000,12.379
1990,GRC,T_1000,5.012
1991,GRC,T_1000,5.09
1992,GRC,T_1000,4.933
1993,GRC,T_1000,5.044
1994,GRC,T_1000,5.802
1995,GRC,T_1000,5.863
1996,GRC,T_1000,5.652
1997,GRC,T_1000,6.387
1998,GRC,T_1000,7.7
1999,GRC,T_1000,8.055
2000,GRC,T_1000,8.964
2001,GRC,T_1000,7.793
2002,GRC,T_1000,7.964
2003,GRC,T_1000,7.252
2004,GRC,T_1000,7.187
2005,GRC,T_1000,8.081
2006,GRC,T_1000,7.39
2007,GRC,T_1000,7.381
2008,GRC,T_1000,7.286
2009,GRC,T_1000,7.522
2010,GRC,T_1000,7.118
2011,GRC,T_1000,7.354
2012,GRC,T_1000,8.615
2013,GRC,T_1000,7.791
2014,GRC,T_1000,8.583
2015,GRC,T_1000,8.27
2016,GRC,T_1000,8.96
2017,GRC,T_1000,8.82
2018,GRC,T_1000,9.171
2019,GRC,T_1000,8.21
2020,GRC,T_1000,8.158
2021,GRC,T_1000,8.358
2022,GRC,T_1000,8.451
2023,GRC,T_1000,9.539
1991,HUN,T_1000,12.297
1992,HUN,T_1000,9.662
1993,HUN,T_1000,9.363
1994,HUN,T_1000,8.97
1995,HUN,T_1000,8.543
1996,HUN,T_1000,8.673
1997,HUN,T_1000,8.2
1998,HUN,T_1000,8.37
1999,HUN,T_1000,8.956
2000,HUN,T_1000,9.362
2001,HUN,T_1000,9.652
2002,HUN,T_1000,9.84
2003,HUN,T_1000,9.18
2004,HUN,T_1000,8.69
2005,HUN,T_1000,8.593
2006,HUN,T_1000,8.908
2007,HUN,T_1000,9.865
2008,HUN,T_1000,10.157
2009,HUN,T_1000,9.454
2010,HUN,T_1000,7.618
2011,HUN,T_1000,6.119
2012,HUN,T_1000,6.771
2013,HUN,T_1000,6.619
2014,HUN,T_1000,6.807
2015,HUN,T_1000,6.938
2016,HUN,T_1000,7.414
2017,HUN,T_1000,7.289
2018,HUN,T_1000,6.712
2019,HUN,T_1000,6.389
2020,HUN,T_1000,6.535
2021,HUN,T_1000,5.456
2022,HUN,T_1000,7.003
2023,HUN,T_1000,7.489
1990,ISL,T_1000,9.046
1991,ISL,T_1000,8.979
1992,ISL,T_1000,9.351
1993,ISL,T_1000,9.964
1994,ISL,T_1000,10.077
1995,ISL,T_1000,10.487
1996,ISL,T_1000,11.127
1997,ISL,T_1000,11.324
1998,ISL,T_1000,12.7
1999,ISL,T_1000,13.825
2000,ISL,T_1000,14.303
2001,ISL,T_1000,14.748
2002,ISL,T_1000,14.606
2003,ISL,T_1000,15.347
2004,ISL,T_1000,15.431
2005,ISL,T_1000,16.974
2006,ISL,T_1000,17.429
2007,ISL,T_1000,17.404
2008,ISL,T_1000,16.573
2009,ISL,T_1000,14.75
2010,ISL,T_1000,14.257
2011,ISL,T_1000,15.117
2012,ISL,T_1000,15.35
2013,ISL,T_1000,16.018
2014,ISL,T_1000,17.278
2015,ISL,T_1000,16.487
2016,ISL,T_1000,17.099
2017,ISL,T_1000,18.32
2018,ISL,T_1000,17.993
2019,ISL,T_1000,17.521
2020,ISL,T_1000,18.505
2021,ISL,T_1000,17.388
2022,ISL,T_1000,18.104
2023,ISL,T_1000,18.686
1990,IRL,T_1000,12.317
1991,IRL,T_1000,12.961
1992,IRL,T_1000,13.339
1993,IRL,T_1000,13.794
1994,IRL,T_1000,14.236
1995,IRL,T_1000,12.823
1996,IRL,T_1000,13.31
1997,IRL,T_1000,13.292
1998,IRL,T_1000,13.068
1999,IRL,T_1000,13.407
2000,IRL,T_1000,13.412
2001,IRL,T_1000,12.319
2002,IRL,T_1000,11.743
2003,IRL,T_1000,12.105
2004,IRL,T_1000,12.546
2005,IRL,T_1000,12.44
2006,IRL,T_1000,13.297
2007,IRL,T_1000,12.871
2008,IRL,T_1000,11.836
2009,IRL,T_1000,11.278
2010,IRL,T_1000,11.118
2011,IRL,T_1000,11.209
2012,IRL,T_1000,11.779
2013,IRL,T_1000,11.626
2014,IRL,T_1000,11.461
2015,IRL,T_1000,9.76
2016,IRL,T_1000,10.099
2017,IRL,T_1000,9.596
2018,IRL,T_1000,9.937
2019,IRL,T_1000,9.778
2020,IRL,T_1000,9.506
2021,IRL,T_1000,9.959
2022,IRL,T_1000,10.688
2023,IRL,T_1000,11.557
1995,ISR,T_1000,11.773
1996,ISR,T_1000,11.364
1997,ISR,T_1000,12.179
1998,ISR,T_1000,11.967
1999,ISR,T_1000,11.852
2000,ISR,T_1000,13.393
2001,ISR,T_1000,13.226
2002,ISR,T_1000,11.608
2003,ISR,T_1000,10.859
2004,ISR,T_1000,10.643
2005,ISR,T_1000,11.045
2006,ISR,T_1000,12.24
2007,ISR,T_1000,12.063
2008,ISR,T_1000,10.29
2009,ISR,T_1000,8.678
2010,ISR,T_1000,8.733
2011,ISR,T_1000,8.99
2012,ISR,T_1000,8.902
2013,ISR,T_1000,9.416
2014,ISR,T_1000,9.349
2015,ISR,T_1000,9.663
2016,ISR,T_1000,9.752
2017,ISR,T_1000,11.422
2018,ISR,T_1000,10.001
2019,ISR,T_1000,9.814
2020,ISR,T_1000,9.769
2021,ISR,T_1000,11.495
2022,ISR,T_1000,12.205
2023,ISR,T_1000,11.045
1990,ITA,T_1000,13.23
1991,ITA,T_1000,13.236
1992,ITA,T_1000,14.603
1993,ITA,T_1000,14.97
1994,ITA,T_1000,13.388
1995,ITA,T_1000,13.571
1996,ITA,T_1000,13.906
1997,ITA,T_1000,14.681
1998,ITA,T_1000,13.061
1999,ITA,T_1000,13.857
2000,ITA,T_1000,13.444
2001,ITA,T_1000,13.697
2002,ITA,T_1000,12.86
2003,ITA,T_1000,12.367
2004,ITA,T_1000,12.337
2005,ITA,T_1000,12.324
2006,ITA,T_1000,13.327
2007,ITA,T_1000,14.026
2008,ITA,T_1000,14.234
2009,ITA,T_1000,13.662
2010,ITA,T_1000,13.626
2011,ITA,T_1000,13.296
2012,ITA,T_1000,14.231
2013,ITA,T_1000,14.466
2014,ITA,T_1000,13.837
2015,ITA,T_1000,13.649
2016,ITA,T_1000,13.463
2017,ITA,T_1000,13.336
2018,ITA,T_1000,12.956
2019,ITA,T_1000,13.35
2020,ITA,T_1000,13.96
2021,ITA,T_1000,13.51
2022,ITA,T_1000,14.044
2023,ITA,T_1000,14.668
1990,JPN,T_1000,13.9
1991,JPN,T_1000,13.297
1992,JPN,T_1000,11.487
1993,JPN,T_1000,10.981
1994,JPN,T_1000,9.803
1995,JPN,T_1000,9.71
1996,JPN,T_1000,9.659
